Comments,sentiment
Sexy,0.5
Do you do your own stunts,0.6
love you Dom Brasil success my love 💞💞💞💞,0.43333333333333335
This picture is amazing of you😍❤️,0.6000000000000001
nothing more important than family ❤️,0.45
This picture is amazing of you😍❤️,0.6000000000000001
nothing more important than family ❤️,0.45
This picture is amazing of you😍❤️,0.6000000000000001
nothing more important than family ❤️,0.45
That’s cool art work 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0.35
That’s cool art work 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0.35
That’s cool art work 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0.35
I love you,0.5
Omg. Wow,0.1
I love you,0.5
Omg. Wow,0.1
I love you,0.5
Omg. Wow,0.1
You're the best.,1.0
Me & my friend love you so much,0.35
I love you vin,0.5
Vin can I be Your kid in fast 8,0.2
You're the best.,1.0
Me & my friend love you so much,0.35
I love you vin,0.5
Vin can I be Your kid in fast 8,0.2
You're the best.,1.0
Me & my friend love you so much,0.35
I love you vin,0.5
Vin can I be Your kid in fast 8,0.2
Love halloween! This is awesome!,0.8125
2nd favorite holiday,0.25
I love you 😘,0.5
😮😮 Super,0.3333333333333333
Awesome pitcher,1.0
Love halloween! This is awesome!,0.8125
2nd favorite holiday,0.25
I love you 😘,0.5
😮😮 Super,0.3333333333333333
Awesome pitcher,1.0
Love halloween! This is awesome!,0.8125
2nd favorite holiday,0.25
I love you 😘,0.5
😮😮 Super,0.3333333333333333
Awesome pitcher,1.0
This is exquisite and simply magical. .stunning,0.75
I like the dress cool nice dress 😊 😄,0.475
happy birthday,0.8
This is exquisite and simply magical. .stunning,0.75
I like the dress cool nice dress 😊 😄,0.475
happy birthday,0.8
This is exquisite and simply magical. .stunning,0.75
I like the dress cool nice dress 😊 😄,0.475
happy birthday,0.8
I can always have dreams of hugging my favorite actor even though it my never happen.,0.5
I can always have dreams of hugging my favorite actor even though it my never happen.,0.5
I can always have dreams of hugging my favorite actor even though it my never happen.,0.5
Awwww 😍 so sweet ❤️❤️❤️,0.425
She is so sweet 😍😍😍😍😍😍😍❤️❤️❤️❤️,0.35
🤗😘❤️ So beautiful baby,0.85
So cute xxx,0.5
so sweet birthday song,0.35
Way too dang cute!!!,0.9765625
Awwww 😍 so sweet ❤️❤️❤️,0.425
She is so sweet 😍😍😍😍😍😍😍❤️❤️❤️❤️,0.35
🤗😘❤️ So beautiful baby,0.85
So cute xxx,0.5
so sweet birthday song,0.35
Way too dang cute!!!,0.9765625
Awwww 😍 so sweet ❤️❤️❤️,0.425
She is so sweet 😍😍😍😍😍😍😍❤️❤️❤️❤️,0.35
🤗😘❤️ So beautiful baby,0.85
So cute xxx,0.5
so sweet birthday song,0.35
Way too dang cute!!!,0.9765625
Love @vindiesel @rondarousey 😍😍😍😍,0.5
Atleast she much much better than you @petra_peanut,0.5
Ronda love love loveeeee im from Brazil love ronda,0.5
How nice,0.6
@minitjes thanks,0.2
Love @vindiesel @rondarousey 😍😍😍😍,0.5
Atleast she much much better than you @petra_peanut,0.5
Ronda love love loveeeee im from Brazil love ronda,0.5
How nice,0.6
@minitjes thanks,0.2
Love @vindiesel @rondarousey 😍😍😍😍,0.5
Atleast she much much better than you @petra_peanut,0.5
Ronda love love loveeeee im from Brazil love ronda,0.5
How nice,0.6
@minitjes thanks,0.2
Cool man❤️❤️❤️,0.35
Beautiful,0.85
Cool man❤️❤️❤️,0.35
Beautiful,0.85
Cool man❤️❤️❤️,0.35
Beautiful,0.85
Great work 👏,0.8
Great work 👏,0.8
Great work 👏,0.8
Wealth: really rich is who has more dreams in his soul than can destroy reality.....❤🤗,0.225
Wonderful in all Anglos😍,1.0
Bellissima immagine nei tuoi occhi wow da sogni,0.1
Thanks it's me dream er😂😂❤️💋❤️💋❤️💋❤️😘😍😘😍😘,0.2
Cool shades!!! 🌹😎🌹,0.68359375
I love you so much xxxx,0.35
Handsome,0.5
You are wonderful. You are wonderful. You are wonderful. @vindiesel ❤💜😘😍,1.0
Wealth: really rich is who has more dreams in his soul than can destroy reality.....❤🤗,0.225
Wonderful in all Anglos😍,1.0
Bellissima immagine nei tuoi occhi wow da sogni,0.1
Thanks it's me dream er😂😂❤️💋❤️💋❤️💋❤️😘😍😘😍😘,0.2
Cool shades!!! 🌹😎🌹,0.68359375
I love you so much xxxx,0.35
Handsome,0.5
You are wonderful. You are wonderful. You are wonderful. @vindiesel ❤💜😘😍,1.0
Wealth: really rich is who has more dreams in his soul than can destroy reality.....❤🤗,0.225
Wonderful in all Anglos😍,1.0
Bellissima immagine nei tuoi occhi wow da sogni,0.1
Thanks it's me dream er😂😂❤️💋❤️💋❤️💋❤️😘😍😘😍😘,0.2
Cool shades!!! 🌹😎🌹,0.68359375
I love you so much xxxx,0.35
Handsome,0.5
You are wonderful. You are wonderful. You are wonderful. @vindiesel ❤💜😘😍,1.0
@julia.uc DAS IST NICHT NORMAL 😂❤️ f. Mein Leben kein Spaß,0.15
خیلی دوستتون دارم عاشقتونم 💘 love you,0.5
Como estas mi nombre es jean luckiz uruguay como actor de acion me agustado tu interpretacion en muchos papeles pero me gusta mas en accion te ves mas original tal como sos .Y tengo un guion si te interesa escuchar me gustaria que fuera personal gracias cuidate y dios me lo cuide mucho,0.1875
Are you filming fast 8,0.2
Nice,0.6
@julia.uc DAS IST NICHT NORMAL 😂❤️ f. Mein Leben kein Spaß,0.15
خیلی دوستتون دارم عاشقتونم 💘 love you,0.5
Como estas mi nombre es jean luckiz uruguay como actor de acion me agustado tu interpretacion en muchos papeles pero me gusta mas en accion te ves mas original tal como sos .Y tengo un guion si te interesa escuchar me gustaria que fuera personal gracias cuidate y dios me lo cuide mucho,0.1875
Are you filming fast 8,0.2
Nice,0.6
@julia.uc DAS IST NICHT NORMAL 😂❤️ f. Mein Leben kein Spaß,0.15
خیلی دوستتون دارم عاشقتونم 💘 love you,0.5
Como estas mi nombre es jean luckiz uruguay como actor de acion me agustado tu interpretacion en muchos papeles pero me gusta mas en accion te ves mas original tal como sos .Y tengo un guion si te interesa escuchar me gustaria que fuera personal gracias cuidate y dios me lo cuide mucho,0.1875
Are you filming fast 8,0.2
Nice,0.6
Great pic!  @vindiesel,1.0
Beautiful shot,0.85
sweet love little boy,0.22083333333333333
Your kid is very good-looking,0.2
Great pic!  @vindiesel,1.0
Beautiful shot,0.85
sweet love little boy,0.22083333333333333
Your kid is very good-looking,0.2
Great pic!  @vindiesel,1.0
Beautiful shot,0.85
sweet love little boy,0.22083333333333333
Your kid is very good-looking,0.2
Great dear congratulation Vallentino well deserved so proud of you you guys are incredible. Much love ❤️❤️❤️👏👏,0.75
So proud of you my brother! 💪🙏,1.0
"Omg wasn't he in ""Strays"" with u!!! Biba for HEALTHY relationships 👏🙌🔥❤️",0.5
Great dear congratulation Vallentino well deserved so proud of you you guys are incredible. Much love ❤️❤️❤️👏👏,0.75
So proud of you my brother! 💪🙏,1.0
"Omg wasn't he in ""Strays"" with u!!! Biba for HEALTHY relationships 👏🙌🔥❤️",0.5
Great dear congratulation Vallentino well deserved so proud of you you guys are incredible. Much love ❤️❤️❤️👏👏,0.75
So proud of you my brother! 💪🙏,1.0
"Omg wasn't he in ""Strays"" with u!!! Biba for HEALTHY relationships 👏🙌🔥❤️",0.5
@vindiesel so awesome ! Proud of you ! 👍✌💪🌺❤😛😜,1.0
Hahaha moet je ook doem alleen Vin Doesel is Groot en jaaa,0.2
@vindiesel so awesome ! Proud of you ! 👍✌💪🌺❤😛😜,1.0
Hahaha moet je ook doem alleen Vin Doesel is Groot en jaaa,0.2
@vindiesel so awesome ! Proud of you ! 👍✌💪🌺❤😛😜,1.0
Hahaha moet je ook doem alleen Vin Doesel is Groot en jaaa,0.2
Im live ous,0.13636363636363635
Beautiful family bro👍,0.85
Im live ous,0.13636363636363635
Beautiful family bro👍,0.85
Im live ous,0.13636363636363635
Beautiful family bro👍,0.85
Love you❤❤❤❤🙏🙏🙏,0.5
Love you❤❤❤❤🙏🙏🙏,0.5
Love you❤❤❤❤🙏🙏🙏,0.5
Be a day long partner in next appointed place face to face and register me in your family. The plan discussed looking for real celebration soon. Bro. Its a completely a decision of yours. I want to transform my time in money. I am mad . See you soon bro. For best action plan. In Shyaa Allah so cool.,0.134375
Be a day long partner in next appointed place face to face and register me in your family. The plan discussed looking for real celebration soon. Bro. Its a completely a decision of yours. I want to transform my time in money. I am mad . See you soon bro. For best action plan. In Shyaa Allah so cool.,0.134375
Be a day long partner in next appointed place face to face and register me in your family. The plan discussed looking for real celebration soon. Bro. Its a completely a decision of yours. I want to transform my time in money. I am mad . See you soon bro. For best action plan. In Shyaa Allah so cool.,0.134375
"Hey, great movie by the way.",0.8
"Hey, great movie by the way.",0.8
"Hey, great movie by the way.",0.8
Wow j'adore J.T 💜💛❤️💙💘❤️❤️💖💚💝💛❤️💙💜💗💖❤️❤️❤️❤️❤️❤️❤️💋💋💋💋💋💋💋😍😍😍😍😍😍😍😘😘😘😘😘😘😘👍,0.1
Awesome movie,1.0
Nice man a big Frend con shat!,0.3
Wow j'adore J.T 💜💛❤️💙💘❤️❤️💖💚💝💛❤️💙💜💗💖❤️❤️❤️❤️❤️❤️❤️💋💋💋💋💋💋💋😍😍😍😍😍😍😍😘😘😘😘😘😘😘👍,0.1
Awesome movie,1.0
Nice man a big Frend con shat!,0.3
Wow j'adore J.T 💜💛❤️💙💘❤️❤️💖💚💝💛❤️💙💜💗💖❤️❤️❤️❤️❤️❤️❤️💋💋💋💋💋💋💋😍😍😍😍😍😍😍😘😘😘😘😘😘😘👍,0.1
Awesome movie,1.0
Nice man a big Frend con shat!,0.3
U ar my legendary,1.0
U ar my legendary,1.0
U ar my legendary,1.0
Ayo you good bro?,0.7
Lots of love xxxxxxx,0.5
More like Vinspiration! @hannahcolkitt,0.625
"Listen to the beginning doesn't it sound like.. ""if I don't masterbate"" 😂😂😂😂 @katiebryson5",0.4
Ayo you good bro?,0.7
Lots of love xxxxxxx,0.5
More like Vinspiration! @hannahcolkitt,0.625
"Listen to the beginning doesn't it sound like.. ""if I don't masterbate"" 😂😂😂😂 @katiebryson5",0.4
Ayo you good bro?,0.7
Lots of love xxxxxxx,0.5
More like Vinspiration! @hannahcolkitt,0.625
"Listen to the beginning doesn't it sound like.. ""if I don't masterbate"" 😂😂😂😂 @katiebryson5",0.4
This is old stuff but I'm catching up~so far you never cease to amaze me with your genuine heart that matches your fabulous exterior~totally great guy. Totally.,0.3428571428571429
"There is someone that says he is you, I would love to fill you in more. Hit me up",0.5
This is old stuff but I'm catching up~so far you never cease to amaze me with your genuine heart that matches your fabulous exterior~totally great guy. Totally.,0.3428571428571429
"There is someone that says he is you, I would love to fill you in more. Hit me up",0.5
This is old stuff but I'm catching up~so far you never cease to amaze me with your genuine heart that matches your fabulous exterior~totally great guy. Totally.,0.3428571428571429
"There is someone that says he is you, I would love to fill you in more. Hit me up",0.5
This would make a great Christmas ornament...😍,0.8
This would make a great Christmas ornament...😍,0.8
This would make a great Christmas ornament...😍,0.8
You can sing wow who new you are good at anything you do keep up the good work for ever and always your adoring fan Gina,0.36727272727272725
@anahamri you’re welcome,0.8
I loves this song so much whenever I hears you sing any song your an inspiration to me thank you for all the hard work and love you put into it and god bless you and whoever you works with and sings with happy Holidays to you and your family and Crew “All Love Always.”♥️,0.3416666666666667
vin diesel you rap good vin .,0.7
You can sing wow who new you are good at anything you do keep up the good work for ever and always your adoring fan Gina,0.36727272727272725
@anahamri you’re welcome,0.8
I loves this song so much whenever I hears you sing any song your an inspiration to me thank you for all the hard work and love you put into it and god bless you and whoever you works with and sings with happy Holidays to you and your family and Crew “All Love Always.”♥️,0.3416666666666667
vin diesel you rap good vin .,0.7
You can sing wow who new you are good at anything you do keep up the good work for ever and always your adoring fan Gina,0.36727272727272725
@anahamri you’re welcome,0.8
I loves this song so much whenever I hears you sing any song your an inspiration to me thank you for all the hard work and love you put into it and god bless you and whoever you works with and sings with happy Holidays to you and your family and Crew “All Love Always.”♥️,0.3416666666666667
